Rnd,Pick,Tm,Player,ID,Pos,Age,To,AP1,PB,St,CarAV,DrAV,G,PassCmp,PassAtt,PassYds,PassTD,PassInt,RushAtt,RushYds,RushTD,Rec,RecYds,RecTD,SoloTkl,Int,Sk,College/Univ,Year
5,178,MIA,Davon Godchaux,GodcDa00,DT,22,2018,0,0,1,10,10,31,0,0,0,0,0,0,0,0,0,0,0,57,,1.0,LSU,2017
5,179,ARI,T.J. Logan,LogaT.00,RB,23,2018,0,0,0,0,0,10,0,0,0,0,0,2,2,0,7,37,0,,,,North Carolina,2017
5,180,MIN,Danny Isidora,IsidDa00,G,23,2018,0,0,0,3,3,21,0,0,0,0,0,0,0,0,0,0,0,,,,Miami (FL),2017
5,181,NYJ,Dylan Donahue,DonaDy00,DL,25,2017,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,,,West Georgia,2017
5,182,GNB,Aaron Jones,JoneAa00,RB,22,2018,0,0,1,9,9,24,0,0,0,0,0,214,1176,12,35,228,1,,,,Texas-El Paso,2017
5,183,KAN,Ukeme Eligwe,EligUk00,LB,23,2018,0,0,0,2,1,24,0,0,0,0,0,0,0,0,0,0,0,7,,1.0,Georgia Southern,2017
5,184,PHI,Nathan Gerry,GerrNa00,S,22,2018,0,0,0,4,4,23,0,0,0,0,0,0,0,0,0,0,0,14,1,,Nebraska,2017
6,185,CLE,Caleb Brantley,BranCa00,DT,23,2018,0,0,0,2,2,19,0,0,0,0,0,0,0,0,0,0,0,13,,2.0,Florida,2017
6,186,BAL,Chuck Clark,ClarCh00,DB,22,2018,0,0,0,3,3,31,0,0,0,0,0,0,0,0,0,0,0,21,1,,Virginia Tech,2017
6,187,SEA,Michael Tyson,TysoMi00,S,24,2018,0,0,0,1,,10,0,0,0,0,0,0,0,0,0,0,0,3,,,Cincinnati,2017
6,188,NYJ,Elijah McGuire,McGuEl00,RB,23,2018,0,0,0,6,6,24,0,0,0,0,0,180,591,4,36,370,2,,,,Louisiana,2017
6,189,LAR,Tanzel Smart,SmarTa00,DT,22,2018,0,0,0,3,3,18,0,0,0,0,0,0,0,0,0,0,0,9,,,Tulane,2017
6,190,LAC,Sam Tevi,TeviSa00,T,22,2018,0,0,1,11,11,30,0,0,0,0,0,0,0,0,0,0,0,,,,Utah,2017
6,191,DAL,Xavier Woods,WoodXa00,S,22,2018,0,0,1,8,8,30,0,0,0,0,0,0,0,0,0,0,0,70,3,,Louisiana Tech,2017
6,192,CAR,Alex Armah,ArmaAl00,FB,23,2018,0,0,0,1,1,25,0,0,0,0,0,9,15,2,1,5,0,1,,,West Georgia,2017
6,193,CIN,Jordan Evans,EvanJo01,LB,22,2018,0,0,0,6,6,29,0,0,0,0,0,0,0,0,0,0,0,64,1,1.5,Oklahoma,2017
6,194,MIA,Vincent Taylor,TaylVi00,DT,23,2018,0,0,0,2,2,21,0,0,0,0,0,0,0,0,0,0,0,26,,2.0,Oklahoma St.,2017
6,195,BUF,Tanner Vallejo,VallTa00,LB,22,2018,0,0,0,3,1,28,0,0,0,0,0,0,0,0,0,0,0,19,,,Boise St.,2017
6,196,NOR,Al-Quadin Muhammad,MuhaAl00,DE,22,2018,0,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,16,,,Miami (FL),2017
6,197,NYJ,Jeremy Clark,ClarJe04,CB,23,2018,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Michigan,2017
6,198,SFO,D.J. Jones,JoneD.01,DT,22,2018,0,0,0,3,3,19,0,0,0,0,0,0,0,0,0,0,0,19,,,Mississippi,2017
6,199,WAS,Chase Roullier,RoulCh00,C,24,2018,0,0,1,10,10,29,0,0,0,0,0,0,0,0,0,0,0,,,,Wyoming,2017
6,200,NYG,Adam Bisnowaty,BisnAd00,T,23,2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Pittsburgh,2017
6,201,MIN,Bucky Hodges,HodgBu00,TE,22,,0,0,0,,,,,,,,,,,,,,,,,,Virginia Tech,2017
6,202,SFO,Pita Taumoepenu,TaumPi00,OLB,23,2018,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,,,Utah,2017
6,203,DEN,De'Angelo Henderson,HendDe01,RB,24,2018,0,0,0,0,0,8,0,0,0,0,0,9,32,0,2,36,1,,,,Coastal Carolina,2017
6,204,NYJ,Derrick Jones,JoneDe02,CB,22,2018,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,,,Mississippi,2017
6,205,DET,Jeremiah Ledbetter,LedbJe00,DE,23,2018,0,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,7,,0.5,Arkansas,2017
6,206,LAR,Sam Rogers,RogeSa00,FB,22,,0,0,0,,,,,,,,,,,,,,,,,,Virginia Tech,2017
6,207,CIN,Brandon Wilson,WilsBr01,RB,23,2018,0,0,0,1,1,24,0,0,0,0,0,0,0,0,0,0,0,6,,,Houston,2017
6,208,ARI,Rudy Ford,FordRu00,S,22,2018,0,0,0,2,2,23,0,0,0,0,0,0,0,0,0,0,0,7,,,Auburn,2017
6,209,WAS,Robert Davis,DaviRo00,WR,22,2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Georgia St.,2017
6,210,SEA,Justin Senior,SeniJu00,T,23,,0,0,0,,,,,,,,,,,,,,,,,,Mississippi St.,2017
6,211,NWE,Conor McDermott,McDeCo00,T,24,2018,0,0,0,0,,8,0,0,0,0,0,0,0,0,0,0,0,,,,UCLA,2017
6,212,GNB,Kofi Amichia,AmicKo00,C,23,,0,0,0,,,,,,,,,,,,,,,,,,South Florida,2017
6,213,PIT,Colin Holba,HolbCo00,LS,23,2018,0,0,0,0,,11,0,0,0,0,0,0,0,0,0,0,0,,,,Louisville,2017
6,214,PHI,Elijah Qualls,QualEl00,DT,22,2017,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,3,,,Washington,2017
6,215,DET,Brad Kaaya,KaayBr00,QB,22,,0,0,0,,,,,,,,,,,,,,,,,,Miami (FL),2017
6,216,DAL,Marquez White,WhitMa03,CB,22,,0,0,0,,,,,,,,,,,,,,,,,,Florida St.,2017
6,217,TEN,Corey Levin,LeviCo00,OL,23,2018,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,,,,Tenn-Chattanooga,2017
6,218,KAN,Leon McQuay,McQuLe01,S,22,2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,,,USC,2017
7,219,MIN,Stacy Coley,ColeSt00,WR,23,2018,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,,,,Miami (FL),2017
7,220,MIN,Ifeadi Odenigbo,OdenIf00,DL,23,2018,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,,,Northwestern,2017
7,221,OAK,Shalom Luani,LuanSh00,S,23,2018,0,0,0,2,1,28,0,0,0,0,0,0,0,0,0,0,0,19,,,Washington St.,2017
7,222,JAX,Jalen Myrick,MyriJa00,CB,22,2017,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,,,Minnesota,2017
7,223,TAM,Stevie Tu'ikolovatu,TuikSt00,NT,26,,0,0,0,,,,,,,,,,,,,,,,,,USC,2017
7,224,CLE,Zane Gonzalez,GonzZa00,K,22,2018,0,0,1,2,1,23,0,0,0,0,0,0,0,0,0,0,0,,,,Arizona St.,2017
7,225,LAC,Isaac Rochell,RochIs00,DT,22,2018,0,0,0,4,4,19,0,0,0,0,0,0,0,0,0,0,0,22,1,6.0,Notre Dame,2017
7,226,SEA,David Moore,MoorDa03,WR,22,2018,0,0,0,4,4,17,0,0,0,0,0,1,5,0,26,445,5,,,,East Central (OK),2017
7,227,TEN,Josh Carraway,CarrJo00,OLB,23,2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,TCU,2017
7,228,DAL,Joey Ivie,IvieJo00,DT,22,,0,0,0,,,,,,,,,,,,,,,,,,Florida,2017
7,229,SFO,Adrian Colbert,ColbAd00,DB,23,2018,0,0,0,4,4,21,0,0,0,0,0,0,0,0,0,0,0,45,,,Miami (FL),2017
7,230,WAS,Josh Harvey-Clemons,HarvJo01,S,23,2018,0,0,0,2,2,26,0,0,0,0,0,0,0,0,0,0,0,24,,1.5,Louisville,2017
7,231,OAK,Jylan Ware,WareJy00,T,23,2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Alabama St.,2017
7,232,MIN,Elijah Lee,LeexEl00,LB,21,2018,0,0,0,5,,30,0,0,0,0,0,0,0,0,0,0,0,54,,1.0,Kansas St.,2017
7,233,CAR,Harrison Butker,ButkHa00,K,22,2018,0,0,2,9,,29,0,0,0,0,0,0,0,0,0,0,0,1,,,Georgia Tech,2017
7,234,LAR,Ejuan Price,PricEj00,DE,24,2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Pittsburgh,2017
7,235,WAS,Joshua Holsey,HolsJo01,DB,23,2018,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,2,,,Auburn,2017
7,236,TEN,Brad Seaton,SeatBr00,T,23,,0,0,0,,,,,,,,,,,,,,,,,,Villanova,2017
7,237,MIA,Isaiah Ford,FordIs00,WR,21,2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Virginia Tech,2017
7,238,GNB,Devante Mays,MaysDe00,RB,23,2017,0,0,0,0,0,8,0,0,0,0,0,4,1,0,3,0,0,,,,Utah St.,2017
7,239,DAL,Noah Brown,BrowNo00,WR,21,2018,0,0,0,0,0,21,0,0,0,0,0,0,0,0,9,87,0,5,,,Ohio St.,2017
7,240,JAX,Marquez Williams,WillMa09,FB,23,2017,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,,,Miami (FL),2017
7,241,TEN,Khalfani Muhammad,MuhaKh00,RB,22,,0,0,0,,,,,,,,,,,,,,,,,,California,2017
7,242,OAK,Elijah Hood,HoodEl00,RB,21,2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,North Carolina,2017
7,243,HOU,Kyle Fuller,FullKy01,C,23,2018,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,,,,Baylor,2017
7,244,OAK,Treyvon Hester,HestTr00,DT,24,2018,0,0,0,2,1,26,0,0,0,0,0,0,0,0,0,0,0,17,,1.0,Toledo,2017
7,245,MIN,Jack Tocho,TochJa00,CB,21,,0,0,0,,,,,,,,,,,,,,,,,,North Carolina St.,2017
7,246,DAL,Jordan Carrell,CarrJo01,DT,23,,0,0,0,,,,,,,,,,,,,,,,,,Colorado,2017
7,247,GNB,Malachi Dupre,DuprMa01,WR,21,2018,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,,,LSU,2017
7,248,PIT,Keion Adams,AdamKe02,OLB,22,,0,0,0,,,,,,,,,,,,,,,,,,West. Michigan,2017
7,249,SEA,Chris Carson,CarsCh00,RB,22,2018,0,0,1,12,12,18,0,0,0,0,0,296,1359,9,27,222,1,,,,Oklahoma St.,2017
7,250,DET,Pat O'Connor,OConPa00,DE,23,2017,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,,,,East. Michigan,2017
7,251,CIN,Mason Schreck,SchrMa00,TE,23,2018,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,,,,Buffalo,2017
7,252,CLE,Matthew Dayes,DayeMa00,RB,23,2018,0,0,0,0,0,23,0,0,0,0,0,5,13,0,4,29,0,1,,,North Carolina St.,2017
7,253,DEN,Chad Kelly,KellCh00,QB,23,2018,0,0,0,0,0,1,0,0,0,0,0,1,-1,0,0,0,0,,,,Mississippi,2017
